	qapairs	context	context_id
305	"[{""answer"": ""UNSCOP"", ""question"": ""What is the name of the UN Special Committee on Palestine?""}, {""answer"": ""15 May 1947"", ""question"": ""On what date did the General Assembly of the newly formed United Nations resolve that a committee be created to prepare for consideration at the next regular session of the""}, {""answer"": ""the majority of the Committee in Chapter VI"", ""question"": ""Who proposed a plan to replace the British Mandate with an independent Arab State, an independent Jewish State, and the City of Jerusalem?""}, {""answer"": ""29 November 1947"", ""question"": ""When did the General Assembly adopt a resolution recommending the adoption and implementation of the Plan of Partition with Economic Union?""}, {""answer"": ""the majority of the Committee"", ""question"": ""Who proposed the Plan of Partition with Economic Union?""}]"	"On 15 May 1947, the General Assembly of the newly formed United Nations resolved that a committee, United Nations Special Committee on Palestine (UNSCOP), be created ""to prepare for consideration at the next regular session of the Assembly a report on the question of Palestine"". In the Report of the Committee dated 3 September 1947 to the UN General Assembly, the majority of the Committee in Chapter VI proposed a plan to replace the British Mandate with ""an independent Arab State, an independent Jewish State, and the City of Jerusalem ... the last to be under an International Trusteeship System"". On 29 November 1947, the General Assembly adopted a resolution recommending the adoption and implementation of the Plan of Partition with Economic Union as Resolution 181 (II). The Plan attached to the resolution was essentially that proposed by the majority of the Committee in the Report of 3 September 1947."	35527
306	"[{""answer"": ""Begin's government"", ""question"": ""Who provided incentives for Israelis to settle in the occupied West Bank?""}, {""answer"": ""1980"", ""question"": ""When was the Basic Law: Jerusalem, the Capital of Israel passed?""}, {""answer"": ""No Israeli legislation has defined the territory of Israel and no act specifically included East Jerusalem therein"", ""question"": ""What was the name of the law that reaffirms Israel's 1967 annexation of Jerusalem?""}, {""answer"": ""UN member states"", ""question"": ""What is reflected in numerous resolutions declaring that actions taken by Israel to settle its citizens in the West Bank are illegal and have no validity?""}, {""answer"": ""1981"", ""question"": ""When did Israel annexe the Golan Heights?""}]"	Meanwhile, Begin's government provided incentives for Israelis to settle in the occupied West Bank, increasing friction with the Palestinians in that area. The Basic Law: Jerusalem, the Capital of Israel, passed in 1980, was believed by some to reaffirm Israel's 1967 annexation of Jerusalem by government decree, and reignited international controversy over the status of the city. No Israeli legislation has defined the territory of Israel and no act specifically included East Jerusalem therein. The position of the majority of UN member states is reflected in numerous resolutions declaring that actions taken by Israel to settle its citizens in the West Bank, and impose its laws and administration on East Jerusalem, are illegal and have no validity. In 1981 Israel annexed the Golan Heights, although annexation was not recognized internationally.	35560
307	"[{""answer"": ""democratic republic"", ""question"": ""What type of republic does Israel operate under a parliamentary system?""}, {""answer"": ""A member of parliament supported by a parliamentary majority becomes the prime minister"", ""question"": ""What is the name of the leader of the largest party?""}, {""answer"": ""head of government and head of the cabinet"", ""question"": ""What is the prime minister?""}, {""answer"": ""120"", ""question"": ""How many members of the Knesset govern Israel?""}, {""answer"": ""proportional representation of political parties"", ""question"": ""What is the membership of the Knesset based on?""}, {""answer"": ""3.25%"", ""question"": ""What is the electoral threshold of the Knesset?""}]"	Israel operates under a parliamentary system as a democratic republic with universal suffrage. A member of parliament supported by a parliamentary majority becomes the prime minister—usually this is the chair of the largest party. The prime minister is the head of government and head of the cabinet. Israel is governed by a 120-member parliament, known as the Knesset. Membership of the Knesset is based on proportional representation of political parties, with a 3.25% electoral threshold, which in practice has resulted in coalition governments.	35626
308	"[{""answer"": ""three"", ""question"": ""How many tiers of court system does Israel have?""}, {""answer"": ""magistrate courts"", ""question"": ""What is the lowest level of Israel's three-tier court system?""}, {""answer"": ""district courts"", ""question"": ""What is the highest court system in Israel?""}, {""answer"": ""Jerusalem"", ""question"": ""Where is the Supreme Court located?""}, {""answer"": ""a court of first instance"", ""question"": ""What does the Supreme Court rule as?""}, {""answer"": ""Rome Statute"", ""question"": ""What has Israel not ratified?""}]"	Israel has a three-tier court system. At the lowest level are magistrate courts, situated in most cities across the country. Above them are district courts, serving as both appellate courts and courts of first instance; they are situated in five of Israel's six districts. The third and highest tier is the Supreme Court, located in Jerusalem; it serves a dual role as the highest court of appeals and the High Court of Justice. In the latter role, the Supreme Court rules as a court of first instance, allowing individuals, both citizens and non-citizens, to petition against the decisions of state authorities. Although Israel supports the goals of the International Criminal Court, it has not ratified the Rome Statute, citing concerns about the ability of the court to remain free from political impartiality.	35629
309	"[{""answer"": ""English common law, civil law, and Jewish law"", ""question"": ""What are the three legal traditions of Israel?""}, {""answer"": ""stare decisis"", ""question"": ""What is Israel's legal system based on?""}, {""answer"": ""professional judges"", ""question"": ""Who decides court cases?""}, {""answer"": ""religious courts"", ""question"": ""Where are marriage and divorce under the jurisdiction of?""}, {""answer"": ""Knesset members, Supreme Court justices, and Israeli Bar members"", ""question"": ""Who carries out the election of judges?""}, {""answer"": ""Administration of Courts"", ""question"": ""Who oversees the administration of Israel's courts?""}, {""answer"": ""paperless courts"", ""question"": ""What type of courts are General and Labor courts?""}, {""answer"": ""Human Dignity and Liberty"", ""question"": ""What does Israel's Basic Law seek to defend human rights and liberties in Israel?""}]"	"Israel's legal system combines three legal traditions: English common law, civil law, and Jewish law. It is based on the principle of stare decisis (precedent) and is an adversarial system, where the parties in the suit bring evidence before the court. Court cases are decided by professional judges rather than juries. Marriage and divorce are under the jurisdiction of the religious courts: Jewish, Muslim, Druze, and Christian. A committee of Knesset members, Supreme Court justices, and Israeli Bar members carries out the election of judges. Administration of Israel's courts (both the ""General"" courts and the Labor Courts) is carried by the Administration of Courts, situated in Jerusalem. Both General and Labor courts are paperless courts: the storage of court files, as well as court decisions, are conducted electronically. Israel's Basic Law: Human Dignity and Liberty seeks to defend human rights and liberties in Israel."	35632
310	"[{""answer"": ""Project Lantern"", ""question"": ""What did the IJM use the grant money to find?""}, {""answer"": ""Cebu"", ""question"": ""Where did the IJM establish an office?""}, {""answer"": ""2010"", ""question"": ""When were the results of the project published?""}, {""answer"": ""opportunities to replicate the model in other regions"", ""question"": ""What did the IJM explore at the time that the results were released?""}]"	"The IJM used the grant money to found ""Project Lantern"" and established an office in the Philippines city of Cebu. In 2010 the results of the project were published, in which the IJM stated that Project Lantern had led to ""an increase in law enforcement activity in sex trafficking cases, an increase in commitment to resolving sex trafficking cases among law enforcement officers trained through the project, and an increase in services – like shelter, counseling and career training – provided to trafficking survivors"". At the time that the results were released, the IJM was exploring opportunities to replicate the model in other regions."	36222
311	"[{""answer"": ""8"", ""question"": ""How many political municipalities has Montevideo been divided into?""}, {""answer"": ""the Municipality of Montevideo"", ""question"": ""Who said that the division of Montevideo aims to advance political and administrative decentralization in the department of Montevideo?""}, {""answer"": ""alcalde"", ""question"": ""What is the head of each Municipio called?""}]"	"As of 2010[update], the city of Montevideo has been divided into 8 political municipalities (Municipios), referred to with the letters from A to G, including CH, each presided over by a mayor elected by the citizens registered in the constituency. This division, according to the Municipality of Montevideo, ""aims to advance political and administrative decentralization in the department of Montevideo, with the aim of deepening the democratic participation of citizens in governance."" The head of each Municipio is called an alcalde or (if female) alcaldesa."	36338
312	"[{""answer"": ""11 June 1833"", ""question"": ""When did the process of founding the country's public university begin?""}, {""answer"": ""nine"", ""question"": ""How many academic departments were created in Uruguay?""}, {""answer"": ""House of General Studies"", ""question"": ""What was formed in 1836 housing the departments of Latin, philosophy, mathematics, theology and jurisprudence?""}, {""answer"": ""Manuel Oribe"", ""question"": ""Who passed a decree establishing the Greater University of the Republic?""}, {""answer"": ""the Oriental Republic of the Uruguay"", ""question"": ""What country was the Greater University of the Republic?""}]"	The process of founding the country's public university began on 11 June 1833 with the passage of a law proposed by Senator Dámaso Antonio Larrañaga. It called for the creation of nine academic departments; the President of the Republic would pass a decree formally creating the departments once the majority of them were in operation. In 1836, the House of General Studies was formed, housing the departments of Latin, philosophy, mathematics, theology and jurisprudence. On 27 May 1838, Manuel Oribe passed a decree establishing the Greater University of the Republic. That decree had few practical effects, given the institutional instability of the Oriental Republic of the Uruguay at that time.	36486
313	"[{""answer"": ""piracy and theft"", ""question"": ""What are often associated with copyright infringement?""}, {""answer"": ""robbery or illegal violence at sea"", ""question"": ""What is the original meaning of piracy?""}, {""answer"": ""Theft"", ""question"": ""Which term emphasizes the potential commercial harm of infringement to copyright holders?""}, {""answer"": ""intellectual property"", ""question"": ""What is copyright a type of?""}, {""answer"": ""1985"", ""question"": ""When did the U.S. Supreme Court rule that infringement does not easily equate with theft?""}]"	"The terms piracy and theft are often associated with copyright infringement. The original meaning of piracy is ""robbery or illegal violence at sea"", but the term has been in use for centuries as a synonym for acts of copyright infringement. Theft, meanwhile, emphasizes the potential commercial harm of infringement to copyright holders. However, copyright is a type of intellectual property, an area of law distinct from that which covers robbery or theft, offenses related only to tangible property. Not all copyright infringement results in commercial loss, and the U.S. Supreme Court ruled in 1985 that infringement does not easily equate with theft."	38208
314	"[{""answer"": ""1897"", ""question"": ""When was the first criminal provision in U.S. copyright law added?""}, {""answer"": ""commercial advantage or private financial gain"", ""question"": ""Criminal copyright infringement requires that the infringer acted for what purpose?""}, {""answer"": ""17"", ""question"": ""How many U.S.C.  506.""}, {""answer"": ""506"", ""question"": ""What is the name of the 17 U.S.C. law that requires that the infringer acted for the purpose of commercial advantage or""}, {""answer"": ""ownership of a valid copyright, and the violation of one or more of the copyright holder's exclusive rights"", ""question"": ""What are the basic elements of copyright infringement?""}, {""answer"": ""willfully infringed"", ""question"": ""What did the government establish to the defendant?""}, {""answer"": ""very low threshold"", ""question"": ""What threshold does misdemeanor infringement have in terms of number of copies and the value of the infringed works?""}]"	"The first criminal provision in U.S. copyright law was added in 1897, which established a misdemeanor penalty for ""unlawful performances and representations of copyrighted dramatic and musical compositions"" if the violation had been ""willful and for profit."" Criminal copyright infringement requires that the infringer acted ""for the purpose of commercial advantage or private financial gain."" 17 U.S.C. § 506. To establish criminal liability, the prosecutor must first show the basic elements of copyright infringement: ownership of a valid copyright, and the violation of one or more of the copyright holder's exclusive rights. The government must then establish that defendant willfully infringed or, in other words, possessed the necessary mens rea. Misdemeanor infringement has a very low threshold in terms of number of copies and the value of the infringed works."	38259
315	"[{""answer"": ""1997"", ""question"": ""When was the United States No Electronic Theft Act passed?""}, {""answer"": ""five years in prison"", ""question"": ""How many years in prison can the maximum penalty be?""}, {""answer"": ""$250,000"", ""question"": ""How much fines can the NET Act be?""}, {""answer"": ""50%"", ""question"": ""How much did the NET Act raise statutory damages?""}, {""answer"": ""the Copyright Act"", ""question"": ""What law allowed people to facilitate mass copyright infringement while being immune to prosecution?""}]"	The United States No Electronic Theft Act (NET Act), a federal law passed in 1997, in response to LaMacchia, provides for criminal prosecution of individuals who engage in copyright infringement under certain circumstances, even when there is no monetary profit or commercial benefit from the infringement. Maximum penalties can be five years in prison and up to $250,000 in fines. The NET Act also raised statutory damages by 50%. The court's ruling explicitly drew attention to the shortcomings of current law that allowed people to facilitate mass copyright infringement while being immune to prosecution under the Copyright Act.	38268
316	"[{""answer"": ""Article 10"", ""question"": ""What section of the Berne Convention mandates that national laws provide for limitations to copyright?""}, {""answer"": ""fair use or fair dealing"", ""question"": ""What are some of the types of laws implementing these limitations and exceptions for uses that would otherwise be infringing?""}, {""answer"": ""common law"", ""question"": ""In what system are fair practice statutes considered essential to freedom of speech?""}]"	"Article 10 of the Berne Convention mandates that national laws provide for limitations to copyright, so that copyright protection does not extend to certain kinds of uses that fall under what the treaty calls ""fair practice,"" including but not limited to minimal quotations used in journalism and education. The laws implementing these limitations and exceptions for uses that would otherwise be infringing broadly fall into the categories of either fair use or fair dealing. In common law systems, these fair practice statutes typically enshrine principles underlying many earlier judicial precedents, and are considered essential to freedom of speech."	38307
317	"[{""answer"": ""unitary parliamentary republic"", ""question"": ""Greece is a what?""}, {""answer"": ""five-year term"", ""question"": ""How long is the President of Greece elected?""}, {""answer"": ""1975"", ""question"": ""When did Greece's Constitution enter into force?""}, {""answer"": ""three times"", ""question"": ""How many times has Greece been revised since 1986, 2001 and 2008?""}, {""answer"": ""120"", ""question"": ""How many articles does the Constitution consist of?""}, {""answer"": ""1952"", ""question"": ""In what year was the Constitution amended?""}]"	Greece is a unitary parliamentary republic. The nominal head of state is the President of the Republic, who is elected by the Parliament for a five-year term. The current Constitution was drawn up and adopted by the Fifth Revisionary Parliament of the Hellenes and entered into force in 1975 after the fall of the military junta of 1967–1974. It has been revised three times since, in 1986, 2001 and 2008. The Constitution, which consists of 120 articles, provides for a separation of powers into executive, legislative, and judicial branches, and grants extensive specific guarantees (further reinforced in 2001) of civil liberties and social rights. Women's suffrage was guaranteed with an amendment to the 1952 Constitution.	38543
318	"[{""answer"": ""President of the Republic and the Government"", ""question"": ""Who exercised executive power according to the Constitution?""}, {""answer"": ""the Prime Minister"", ""question"": ""Who is responsible for most of the President's political power?""}, {""answer"": ""the current leader of the political party that can obtain a vote of confidence by the Parliament"", ""question"": ""Who is the Prime Minister's position?""}, {""answer"": ""The President of the Republic"", ""question"": ""Who formally appoints the Prime Minister?""}]"	According to the Constitution, executive power is exercised by the President of the Republic and the Government. From the Constitutional amendment of 1986 the President's duties were curtailed to a significant extent, and they are now largely ceremonial; most political power thus lies in the hands of the Prime Minister. The position of Prime Minister, Greece's head of government, belongs to the current leader of the political party that can obtain a vote of confidence by the Parliament. The President of the Republic formally appoints the Prime Minister and, on his recommendation, appoints and dismisses the other members of the Cabinet.	38548
319	"[{""answer"": ""300"", ""question"": ""How many members of the elective unicameral parliament exercise legislative powers?""}, {""answer"": ""President of the Republic"", ""question"": ""Who promulgates Statutes passed by the Parliament?""}, {""answer"": ""every four years"", ""question"": ""When are Parliamentary elections held?""}, {""answer"": ""motion of no confidence"", ""question"": ""What does the opposition pass if the President of the Republic is obliged to dissolve the Parliament earlier?""}]"	Legislative powers are exercised by a 300-member elective unicameral Parliament. Statutes passed by the Parliament are promulgated by the President of the Republic. Parliamentary elections are held every four years, but the President of the Republic is obliged to dissolve the Parliament earlier on the proposal of the Cabinet, in view of dealing with a national issue of exceptional importance. The President is also obliged to dissolve the Parliament earlier, if the opposition manages to pass a motion of no confidence.	38552
320	"[{""answer"": ""May 2012"", ""question"": ""When did the coalition government lead Greece to the parliamentary elections?""}, {""answer"": ""PASOK and New Democracy"", ""question"": ""What Greek political parties were the power of?""}, {""answer"": ""4% to 16%"", ""question"": ""What was the increase in the leftist party of SYRIZA?""}, {""answer"": ""No party could form a sustainable government"", ""question"": ""What was the result of the parliamentary elections of June 2012?""}, {""answer"": ""29%"", ""question"": ""What percentage of New Democracy was the result of the second elections?""}]"	The coalition government led the country to the parliamentary elections of May 2012. The power of the traditional Greek political parties, PASOK and New Democracy, declined from 43% to 13% and from 33% to 18%, respectively, due to their support on the politics of Mnimonio and the austerity measures. The leftist party of SYRIZA became the second major party, with an increase from 4% to 16%. No party could form a sustainable government, which led to the parliamentary elections of June 2012. The result of the second elections was the formation of a coalition government composed of New Democracy (29%), PASOK (12%) and Democratic Left (6%) parties.	38555
321	"[{""answer"": ""1996"", ""question"": ""When did several human rights groups bring cases to hold Shell accountable for alleged human rights violations in Nigeria?""}, {""answer"": ""Ken Saro-Wiwa"", ""question"": ""Who was the leader of the Ogoni tribe of southern Nigeria?""}, {""answer"": ""Brian Anderson"", ""question"": ""Who was the head of the Nigerian operation?""}, {""answer"": ""$15.5m"", ""question"": ""How much did Shell agree to pay in 2009?""}, {""answer"": ""Shell has not accepted any liability over the allegations against it"", ""question"": ""What has Shell not accepted any liability over the allegations against Shell?""}]"	In the beginning of 1996, several human rights groups brought cases to hold Shell accountable for alleged human rights violations in Nigeria, including summary execution, crimes against humanity, torture, inhumane treatment and arbitrary arrest and detention. In particular, Shell stood accused of collaborating in the execution of Ken Saro-Wiwa and eight other leaders of the Ogoni tribe of southern Nigeria, who were hanged in 1995 by Nigeria's then military rulers. The lawsuits were brought against Royal Dutch Shell and Brian Anderson, the head of its Nigerian operation. In 2009, Shell agreed to pay $15.5m in a legal settlement. Shell has not accepted any liability over the allegations against it.	38880
322	"[{""answer"": ""2010"", ""question"": ""In what year did a leaked cable reveal that Shell claimed to have inserted staff into all the Nigerian ministries?""}, {""answer"": ""the Nigerian government had forgotten about the extent of Shell's infiltration"", ""question"": ""What did Shell's top executive boast about in 2010?""}, {""answer"": ""2009"", ""question"": ""In what year did documents reveal that Shell made payments to the Nigerian military in order to prevent protests?""}]"	"In 2010, a leaked cable revealed that Shell claims to have inserted staff into all the main ministries of the Nigerian government and know ""everything that was being done in those ministries"", according to Shell's top executive in Nigeria. The same executive also boasted that the Nigerian government had forgotten about the extent of Shell's infiltration. Documents released in 2009 (but not used in the court case) reveal that Shell regularly made payments to the Nigerian military in order to prevent protests."	38885
323	"[{""answer"": ""East India"", ""question"": ""Who opposed the Act?""}, {""answer"": ""\u00a340,000"", ""question"": ""How much did British India lease back to the Company for two years?""}, {""answer"": ""Calcutta"", ""question"": ""Where was a governing council formed?""}, {""answer"": ""Parliament"", ""question"": ""Who nominated the three members of the governing Council in Calcutta?""}, {""answer"": ""Warren Hastings"", ""question"": ""Who was the first Governor-General of Bengal?""}, {""answer"": ""the Court of Directors"", ""question"": ""Who made Warren Hastings' nomination?""}, {""answer"": ""Sir John Clavering"", ""question"": ""Who was the Lt. General?""}]"	Despite stiff resistance from the East India lobby in parliament and from the Company's shareholders, the Act passed. It introduced substantial governmental control and allowed British India to be formally under the control of the Crown, but leased back to the Company at £40,000 for two years. Under the Act's most important provision, a governing Council composed of five members was created in Calcutta. The three members nominated by Parliament and representing the Government's interest could, and invariably would, outvote the two Company members. The Council was headed by Warren Hastings, the incumbent Governor, who became the first Governor-General of Bengal, with an ill-defined authority over the Bombay and Madras Presidencies. His nomination, made by the Court of Directors, would in future be subject to the approval of a Council of Four appointed by the Crown. Initially, the Council consisted of Lt. General Sir John Clavering, The Honourable Sir George Monson, Sir Richard Barwell, and Sir Philip Francis.	39094
324	"[{""answer"": ""Pitt's Act"", ""question"": ""What was deemed a failure because it became apparent that the boundaries between government control and the company's powers were nebulous and highly""}, {""answer"": ""humanitarian calls for better treatment of local peoples in British-occupied territories"", ""question"": ""What did the government feel obliged to respond to?""}, {""answer"": ""Edmund Burke"", ""question"": ""Who introduced a new Regulating Bill in 1783?""}, {""answer"": ""1783"", ""question"": ""When was the Regulating Bill introduced?""}, {""answer"": ""nepotism"", ""question"": ""What did company loyalists accuse of in the bill's recommendations for the appointment of councillors?""}]"	Pitt's Act was deemed a failure because it quickly became apparent that the boundaries between government control and the company's powers were nebulous and highly subjective. The government felt obliged to respond to humanitarian calls for better treatment of local peoples in British-occupied territories. Edmund Burke, a former East India Company shareholder and diplomat, was moved to address the situation and introduced a new Regulating Bill in 1783. The bill was defeated amid lobbying by company loyalists and accusations of nepotism in the bill's recommendations for the appointment of councillors.	39104
325	"[{""answer"": ""January 31, 1824"", ""question"": ""When was the Acta Constitutiva de la Federaci\u00f3n?""}, {""answer"": ""October 4, 1824"", ""question"": ""When was the Federal Constitution issued?""}, {""answer"": ""Section XXVIII of Article 50"", ""question"": ""What gave the new Congress the right to choose where the federal government would be located?""}, {""answer"": ""federal land"", ""question"": ""What did Section XXVIII of Article 50 give the new Congress the right to choose where the federal government would be located?""}, {""answer"": ""Mexico City and Quer\u00e9taro"", ""question"": ""Who were the two main candidates to become the capital?""}]"	The Acta Constitutiva de la Federación of January 31, 1824, and the Federal Constitution of October 4, 1824, fixed the political and administrative organization of the United Mexican States after the Mexican War of Independence. In addition, Section XXVIII of Article 50 gave the new Congress the right to choose where the federal government would be located. This location would then be appropriated as federal land, with the federal government acting as the local authority. The two main candidates to become the capital were Mexico City and Querétaro.	39715
326	"[{""answer"": ""Mexico City"", ""question"": ""What city was the seat of the powers of the Union?""}, {""answer"": ""the president"", ""question"": ""Who was the head of government of Mexico City?""}, {""answer"": ""1985 earthquake"", ""question"": ""When did residents begin to request political and administrative autonomy to manage their local affairs?""}, {""answer"": ""32nd"", ""question"": ""What is the state of the federation?""}]"	"Mexico City, being the seat of the powers of the Union, did not belong to any particular state but to all. Therefore, it was the president, representing the federation, who used to designate the head of government of the Federal District, a position which is sometimes presented outside Mexico as the ""Mayor"" of Mexico City.[citation needed] In the 1980s, given the dramatic increase in population of the previous decades, the inherent political inconsistencies of the system, as well as the dissatisfaction with the inadequate response of the federal government after the 1985 earthquake, residents began to request political and administrative autonomy to manage their local affairs.[citation needed] Some political groups even proposed that the Federal District be converted into the 32nd state of the federation."	39739
327	"[{""answer"": ""1987"", ""question"": ""When did the Federal District receive a greater degree of autonomy?""}, {""answer"": ""Statute of Government"", ""question"": ""What was the name of the first Statute of Government?""}, {""answer"": ""1997"", ""question"": ""In what year did the Federal District receive the first Statute of Government?""}]"	In response to the demands, in 1987 the Federal District received a greater degree of autonomy, with the elaboration the first Statute of Government (Estatuto de Gobierno), and the creation of an Assembly of Representatives.[citation needed] In the 1990s, this autonomy was further expanded and, starting from 1997, residents can directly elect the head of government of the Federal District and the representatives of a unicameral Legislative Assembly (which succeeded the previous Assembly) by popular vote.	39744
328	"[{""answer"": ""Cuauht\u00e9moc C\u00e1rdenas"", ""question"": ""Who was the first elected head of government?""}, {""answer"": ""Rosario Robles"", ""question"": ""Who was the first woman elected to govern Mexico City?""}, {""answer"": ""Alejandro Encinas"", ""question"": ""Who was designated by the Legislative Assembly to finish the term?""}, {""answer"": ""Marcelo Ebrard"", ""question"": ""Who was elected for the 2006-2012 period?""}]"	The first elected head of government was Cuauhtémoc Cárdenas. Cárdenas resigned in 1999 to run in the 2000 presidential elections and designated Rosario Robles to succeed him, who became the first woman (elected or otherwise) to govern Mexico City. In 2000 Andrés Manuel López Obrador was elected, and resigned in 2005 to run in the 2006 presidential elections, Alejandro Encinas being designated by the Legislative Assembly to finish the term. In 2006, Marcelo Ebrard was elected for the 2006–2012 period.	39748
329	"[{""answer"": ""The Legislative Assembly of the Federal District"", ""question"": ""What is a system of parallel voting?""}, {""answer"": ""40"", ""question"": ""How many electoral constituencies is the Federal District divided into?""}, {""answer"": ""26"", ""question"": ""How many representatives does the Federal District constitute a single constituency for the parallel election?""}]"	"The Legislative Assembly of the Federal District is formed, as it is the case in all legislatures in Mexico, by both single-seat and proportional seats, making it a system of parallel voting. The Federal District is divided into 40 electoral constituencies of similar population which elect one representative by first-past-the-post plurality (FPP), locally called ""uninominal deputies"". The Federal District as a whole constitutes a single constituency for the parallel election of 26 representatives by proportionality (PR) with open-party lists, locally called ""plurinominal deputies""."	39753
330	"[{""answer"": ""63%"", ""question"": ""What percentage of all seats are uninominal and plurinominal?""}, {""answer"": ""34"", ""question"": ""How many of the 40 FPP seats did PRD secure in 2006?""}, {""answer"": ""the law that prevents over-representation"", ""question"": ""What was the PRD not assigned a plurinominal seat to comply with?""}, {""answer"": ""Legislative Assembly"", ""question"": ""What is the overall composition of the PRD?""}]"	Even though proportionality is confined to the proportional seats to prevent a part from being overrepresented, several restrictions apply in the assignation of the seats; namely, that no party can have more than 63% of all seats, both uninominal and plurinominal. In the 2006 elections leftist PRD got the absolute majority in the direct uninominal elections, securing 34 of the 40 FPP seats. As such, the PRD was not assigned any plurinominal seat to comply with the law that prevents over-representation. The overall composition of the Legislative Assembly is:	39757
331	"[{""answer"": ""the second half of the 20th century"", ""question"": ""When did the administrations of heads of government in Mexico City have been more liberal than the rest of the country?""}, {""answer"": ""April"", ""question"": ""When did the Legislative Assembly expand abortions in Mexico City?""}, {""answer"": ""December 2009"", ""question"": ""When did the Federal District become the first city in Latin America to legalize same-sex marriage?""}]"	The politics pursued by the administrations of heads of government in Mexico City since the second half of the 20th century have usually been more liberal than those of the rest of the country, whether with the support of the federal government—as was the case with the approval of several comprehensive environmental laws in the 1980s—or through laws recently approved by the Legislative Assembly. In April of the same year, the Legislative Assembly expanded provisions on abortions, becoming the first federal entity to expand abortion in Mexico beyond cases of rape and economic reasons, to permit it regardless of the reason should the mother request it before the twelfth week of pregnancy. In December 2009, the Federal District became the first city in Latin America, and one of very few in the world, to legalize same-sex marriage.	39760
332	"[{""answer"": ""16"", ""question"": ""How many \""delegaciones\"" is the Federal District divided into?""}, {""answer"": ""2000"", ""question"": ""Since what year are the heads of government elected directly by plurality?""}, {""answer"": ""the Government of the Federal District"", ""question"": ""Who provides or organizes most of the city services?""}, {""answer"": ""2010"", ""question"": ""When did the 16 boroughs of the Federal District have their population?""}]"	"For administrative purposes, the Federal District is divided into 16 ""delegaciones"" or boroughs. While not fully equivalent to a municipality, the 16 boroughs have gained significant autonomy, and since 2000 their heads of government are elected directly by plurality (they were previously appointed by the head of government of the Federal District). Given that Mexico City is organized entirely as a Federal District, most of the city services are provided or organized by the Government of the Federal District and not by the boroughs themselves, while in the constituent states these services would be provided by the municipalities. The 16 boroughs of the Federal District with their 2010 populations are:"	39764
333	"[{""answer"": ""Egypt"", ""question"": ""Where did Napoleon return to a hero's welcome?""}, {""answer"": ""Emmanuel Joseph Siey\u00e8s"", ""question"": ""Who was the director of the Council of Five Hundred Roger Ducos?""}, {""answer"": ""ten years"", ""question"": ""How long did Napoleon become first consul?""}, {""answer"": ""Constitution of the Year VIII"", ""question"": ""What was Napoleon's power confirmed by?""}, {""answer"": ""a dictatorship"", ""question"": ""What did the constitution establish in reality?""}]"	"Despite the failures in Egypt, Napoleon returned to a hero's welcome. He drew together an alliance with director Emmanuel Joseph Sieyès, his brother Lucien, speaker of the Council of Five Hundred Roger Ducos, director Joseph Fouché, and Talleyrand, and they overthrew the Directory by a coup d'état on 9 November 1799 (""the 18th Brumaire"" according to the revolutionary calendar), closing down the council of five hundred. Napoleon became ""first consul"" for ten years, with two consuls appointed by him who had consultative voices only. His power was confirmed by the new ""Constitution of the Year VIII"", originally devised by Sieyès to give Napoleon a minor role, but rewritten by Napoleon, and accepted by direct popular vote (3,000,000 in favor, 1,567 opposed). The constitution preserved the appearance of a republic but in reality established a dictatorship."	40102
334	"[{""answer"": ""March 1802"", ""question"": ""When did France sign the Treaty of Amiens?""}, {""answer"": ""British troops"", ""question"": ""Amiens called for the withdrawal of what from recently conquered colonial territories?""}, {""answer"": ""Europe"", ""question"": ""What country was at peace and the economy recovering?""}, {""answer"": ""1802"", ""question"": ""When did the French public approve a constitution that made the Consulate permanent?""}, {""answer"": ""3.6 million"", ""question"": ""How many people went to the polls after the plebiscite?""}, {""answer"": ""1802"", ""question"": ""When was there no secret ballot?""}, {""answer"": ""Article 1"", ""question"": ""What is the name of Napoleon's new constitution?""}, {""answer"": ""The French people name"", ""question"": ""What is the name of Napoleon-Bonaparte First Consul for Life?""}, {""answer"": ""Napoleon"", ""question"": ""What was Napoleon-Bonaparte referred to as after 1802?""}]"	After a decade of constant warfare, France and Britain signed the Treaty of Amiens in March 1802, bringing the Revolutionary Wars to an end. Amiens called for the withdrawal of British troops from recently conquered colonial territories as well as for assurances to curtail the expansionary goals of the French Republic. With Europe at peace and the economy recovering, Napoleon's popularity soared to its highest levels under the Consulate, both domestically and abroad. In a new plebiscite during the spring of 1802, the French public came out in huge numbers to approve a constitution that made the Consulate permanent, essentially elevating Napoleon to dictator for life. Whereas the plebiscite two years earlier had brought out 1.5 million people to the polls, the new referendum enticed 3.6 million to go and vote (72% of all eligible voters). There was no secret ballot in 1802 and few people wanted to openly defy the regime; the constitution gained approval with over 99% of the vote. His broad powers were spelled out in the new constitution: Article 1. The French people name, and the Senate proclaims Napoleon-Bonaparte First Consul for Life. After 1802, he was generally referred to as Napoleon rather than Bonaparte.	40127
